1-16-1	13-16-1
3-34-17	9-34-17
3-34-19	9-34-19
3-34-2	9-34-2
3-34-22	39-34-22
3-34-23	9-34-23
3-34-3	9-34-3
3-34-31	15-34-31
3-34-31	21-34-31
3-34-33	15-34-33
3-34-4	9-34-4
3-34-43	9-34-43
3-34-45	15-34-45
3-34-49	9-34-49
3-34-5	9-34-5
3-34-50	9-34-50
3-34-52	9-34-52
3-34-53	15-34-53
3-34-53	9-34-53
3-34-56	9-34-56
3-34-60	9-34-60
3-34-61	9-34-61
3-34-63	9-34-63
3-34-64	9-34-64
3-34-65	9-34-65
3-34-68	15-34-68
3-34-68	9-34-68
3-34-73	15-34-73
3-34-77	9-34-77
3-34-79	9-34-79
3-34-8	9-34-8
3-34-80	39-34-80
3-34-84	15-34-84
3-34-84	9-34-84
3-35-10	15-35-10
3-35-11	9-35-11
3-35-14	9-35-14
3-35-15	9-35-15
3-35-17	15-35-17
3-35-17	9-35-17
3-35-21	9-35-21
3-35-30	15-35-30
3-35-30	9-35-30
3-35-31	15-35-31
3-35-31	9-35-31
3-35-32	9-35-32
3-35-35	9-35-35
3-35-37	15-35-37
3-35-38	9-35-38
3-35-41	9-35-41
3-35-46	15-35-46
3-35-47	9-35-47
3-35-48	9-35-48
3-35-53	9-35-53
3-35-55	15-35-55
3-35-56	9-35-56
3-35-57	9-35-57
3-35-59	9-35-59
3-35-61	9-35-61
3-35-66	9-35-66
3-35-68	9-35-68
3-35-74	9-35-74
3-35-76	9-35-76
3-35-81	9-35-81
3-35-82	9-35-82
3-35-85	9-35-85
3-35-90	9-35-90
3-35-92	9-35-92
3-35-93	9-35-93
3-36-11	9-36-11
3-36-13	9-36-13
3-36-14	9-36-14
3-36-17	15-36-17
3-36-19	15-36-19
3-36-19	9-36-19
3-36-21	15-36-21
3-36-21	9-36-21
3-36-24	15-36-24
3-36-24	33-36-24
3-36-30	9-36-30
3-36-32	9-36-32
3-36-33	9-36-33
3-36-45	9-36-45
3-36-55	9-36-55
3-36-56	9-36-56
3-36-57	15-36-57
3-36-59	9-36-59
3-36-63	15-36-63
3-36-63	9-36-63
3-36-65	15-36-65
3-36-69	15-36-69
3-36-7	9-36-7
3-36-70	9-36-70
3-36-73	9-36-73
3-36-75	45-36-75
3-36-76	9-36-76
3-36-77	9-36-77
3-36-81	9-36-81
3-36-82	9-36-82
3-36-84	9-36-84
3-36-85	9-36-85
3-36-86	9-36-86
3-36-88	9-36-88
3-37-17	9-37-17
3-37-18	15-37-18
3-37-18	9-37-18
3-37-30	27-37-30
3-37-39	15-37-39
3-37-45	9-37-45
3-37-46	9-37-46
3-37-49	9-37-49
3-37-52	15-37-52
3-37-54	15-37-54
3-37-62	9-37-62
3-37-63	9-37-63
3-37-68	9-37-68
3-37-71	15-37-71
3-37-71	9-37-71
3-37-72	9-37-72
3-37-73	15-37-73
3-37-74	9-37-74
3-37-76	15-37-76
3-37-78	15-37-78
3-37-79	9-37-79
3-37-83	9-37-83
3-37-90	9-37-90
3-38-1	9-38-1
3-38-11	9-38-11
3-38-13	21-38-13
3-38-13	9-38-13
3-38-19	9-38-19
3-38-34	9-38-34
3-38-39	9-38-39
3-38-42	21-38-42
3-38-42	9-38-42
3-38-54	9-38-54
3-38-58	9-38-58
3-38-66	9-38-66
3-38-67	15-38-67
3-38-70	9-38-70
3-38-8	9-38-8
3-38-83	15-38-83
3-38-83	9-38-83
3-38-9	9-38-9
3-38-92	9-38-92
3-39-12	45-39-12
3-39-15	15-39-15
3-39-15	9-39-15
3-39-16	21-39-16
3-39-18	9-39-18
3-39-20	9-39-20
3-39-24	9-39-24
3-39-27	9-39-27
3-39-28	9-39-28
3-39-3	15-39-3
3-39-30	9-39-30
3-39-41	15-39-41
3-39-45	9-39-45
3-39-48	9-39-48
3-39-49	9-39-49
3-39-52	45-39-52
3-39-56	9-39-56
3-39-62	15-39-62
3-39-62	3-40-92
3-39-62	9-39-62
3-39-64	15-39-64
3-39-64	9-39-64
3-39-71	15-39-71
3-39-71	9-39-71
3-39-73	15-39-73
3-39-73	9-39-73
3-39-83	15-39-83
3-39-84	9-39-84
3-39-91	45-39-91
3-4-16	15-4-16
3-4-19	15-4-19
3-4-19	9-4-19
3-4-26	3-4-70
3-4-26	9-4-26
3-4-31	15-4-31
3-4-42	15-4-42
3-4-45	15-4-45
3-4-47	15-4-47
3-4-66	15-4-66
3-4-69	15-4-69
3-4-77	15-4-77
3-4-78	15-4-78
3-4-93	9-4-93
3-40-18	45-40-18
3-40-21	45-40-21
3-40-21	5-58-49
3-40-30	9-40-30
3-40-31	9-40-31
3-40-33	15-40-33
3-40-42	15-40-42
3-40-42	9-40-42
3-40-49	15-40-49
3-40-60	9-40-60
3-40-61	9-40-61
3-40-62	9-40-62
3-40-66	45-40-66
3-40-73	9-40-73
3-40-77	9-40-77
3-40-79	9-40-79
3-40-8	15-40-8
3-40-81	9-40-81
3-40-91	9-40-91
3-40-92	9-40-92
3-41-16	9-41-16
3-41-17	39-41-17
3-41-22	9-41-22
3-41-34	9-41-34
3-41-36	9-41-36
3-41-40	9-41-40
3-41-41	9-41-41
3-41-45	9-41-45
3-41-47	9-41-47
3-41-48	9-41-48
3-41-50	9-41-50
3-41-58	9-41-58
3-41-64	9-41-64
3-41-66	9-41-66
3-41-67	9-41-67
3-41-73	9-41-73
3-41-74	9-41-74
3-41-79	9-41-79
3-41-82	9-41-82
3-42-14	15-42-14
3-42-36	9-42-36
3-42-38	9-42-38
3-42-42	15-42-42
3-42-61	15-42-61
3-42-76	45-42-76
3-44-39	21-44-39
3-44-41	21-44-41
3-44-56	45-44-56
3-44-76	9-44-76
3-44-78	9-44-78
3-44-86	9-44-86
3-45-23	27-45-23
3-45-23	33-45-23
3-45-54	15-45-54
3-45-65	45-45-65
3-46-34	15-46-34
3-46-35	9-46-35
3-46-44	9-46-44
3-46-52	9-46-52
3-46-60	9-46-60
3-46-89	9-46-89
3-46-91	9-46-91
3-47-12	9-47-12
3-47-20	21-47-20
3-47-25	45-47-25
3-47-3	9-47-3
3-47-32	9-47-32
3-47-37	9-47-37
3-47-45	9-47-45
3-47-64	9-47-64
3-47-75	15-47-75
3-47-75	9-47-75
3-47-87	9-47-87
3-48-1	9-48-1
3-48-16	9-48-16
3-48-17	9-48-17
3-48-25	9-48-25
3-48-26	45-48-26
3-48-40	9-48-40
3-48-42	15-48-42
3-48-45	15-48-45
3-48-45	9-48-45
3-48-46	9-48-46
3-48-51	15-48-51
3-48-51	21-48-51
3-48-51	45-48-51
3-48-51	9-48-51
3-48-64	9-48-64
3-48-76	15-48-76
3-48-76	9-48-76
3-48-85	9-48-85
3-48-9	15-48-9
3-48-9	9-48-9
3-49-11	9-49-11
3-49-15	9-49-15
3-49-18	9-49-18
3-49-32	9-49-32
3-49-48	15-49-48
3-49-51	9-49-51
3-49-56	15-49-56
3-49-64	15-49-64
3-49-64	9-49-64
3-49-65	9-49-65
3-49-66	9-49-66
3-49-70	9-49-70
3-49-74	9-49-74
3-49-75	15-49-75
3-49-77	9-49-77
3-49-8	15-49-8
3-49-80	9-49-80
3-49-82	9-49-82
3-49-84	21-49-84
3-49-84	39-49-84
3-49-85	9-49-85
3-49-88	9-49-88
3-49-9	9-49-9
3-49-94	27-49-94
3-49-94	45-49-94
3-5-13	15-5-13
3-5-13	9-5-13
3-5-15	9-5-15
3-5-21	9-5-21
3-5-23	15-5-23
3-5-38	9-5-38
3-5-4	9-5-4
3-5-42	15-5-42
3-5-43	9-5-43
3-5-48	15-5-48
3-5-55	15-5-55
3-5-58	9-5-58
3-5-6	15-5-6
3-5-60	15-5-60
3-5-61	15-5-61
3-5-66	15-5-66
3-5-68	33-5-68
3-5-68	9-5-68
3-5-71	9-5-71
3-5-77	15-5-77
3-5-78	15-5-78
3-5-81	9-5-81
3-5-83	15-5-83
3-5-84	15-5-84
3-5-84	9-5-84
3-5-87	9-5-87
3-50-14	21-50-14
3-50-2	9-50-2
3-50-65	15-50-65
3-50-67	9-50-67
3-50-69	21-50-69
3-50-73	9-50-73
3-50-83	21-50-83
3-50-85	15-50-85
3-50-90	9-50-90
3-50-94	9-50-94
3-51-12	15-51-12
3-51-29	15-51-29
3-51-29	21-51-29
3-51-29	9-51-29
3-51-32	9-51-32
3-51-39	9-51-39
3-51-4	9-51-4
3-51-44	9-51-44
3-51-49	9-51-49
3-51-50	9-51-50
3-51-56	15-51-56
3-51-58	9-51-58
3-51-64	9-51-64
3-51-73	9-51-73
3-51-74	9-51-74
3-51-80	9-51-80
3-51-89	9-51-89
3-51-9	9-51-9
3-51-90	9-51-90
3-51-92	15-51-92
3-51-93	15-51-93
3-51-94	9-51-94
3-52-1	9-52-1
3-52-19	9-52-19
3-52-2	9-52-2
3-52-20	9-52-20
3-52-26	9-52-26
3-52-7	9-52-7
3-52-76	9-52-76
3-52-77	9-52-77
3-52-86	15-52-86
3-53-17	21-53-17
3-53-19	15-53-19
3-53-50	15-53-50
3-53-52	51-53-52
3-53-76	21-53-76
3-53-76	9-53-76
3-53-84	45-53-84
3-53-84	9-53-84
3-54-28	9-54-28
3-54-30	27-54-30
3-54-50	15-54-50
3-54-54	9-54-54
3-54-61	9-54-61
3-54-67	9-54-67
3-54-79	15-54-79
3-54-79	21-54-79
3-54-82	15-54-82
3-54-88	9-54-88
3-54-94	9-54-94
3-55-1	9-55-1
3-55-11	9-55-11
3-55-12	15-55-12
3-55-14	9-55-14
3-55-17	9-55-17
3-55-25	21-55-25
3-55-25	3-55-87
3-55-25	9-55-25
3-55-28	9-55-28
3-55-29	9-55-29
3-55-3	9-55-3
3-55-31	21-55-31
3-55-34	9-55-34
3-55-39	21-55-39
3-55-39	9-55-39
3-55-49	9-55-49
3-55-54	21-55-54
3-55-54	9-55-54
3-55-56	9-55-56
3-55-58	9-55-58
3-55-60	9-55-60
3-55-63	15-55-63
3-55-63	9-55-63
3-55-78	9-55-78
3-55-82	27-55-82
3-55-9	3-56-17
3-55-9	9-55-9
3-55-9	9-56-17
3-55-90	9-55-90
3-55-92	9-55-92
3-56-12	9-56-12
3-56-13	15-56-13
3-56-13	9-56-13
3-56-15	9-56-15
3-56-17	9-56-17
3-56-2	9-56-2
3-56-20	9-56-20
3-56-26	21-56-26
3-56-3	9-56-3
3-56-30	9-56-30
3-56-31	9-56-31
3-56-35	9-56-35
3-56-43	9-56-43
3-56-5	9-56-5
3-56-52	9-56-52
3-56-56	45-56-56
3-56-57	9-56-57
3-56-60	15-56-60
3-56-60	3-57-37
3-56-60	9-56-60
3-56-68	9-56-68
3-56-7	9-56-7
3-56-70	9-56-70
3-56-74	9-56-74
3-56-78	9-56-78
3-56-8	9-56-8
3-56-80	15-56-80
3-56-80	9-56-80
3-56-81	9-56-81
3-56-84	9-56-84
3-56-85	45-56-85
3-56-87	15-56-87
3-56-87	9-56-87
3-56-88	15-56-88
3-57-1	9-57-1
3-57-10	9-57-10
3-57-12	9-57-12
3-57-18	15-57-18
3-57-18	9-57-18
3-57-20	45-57-20
3-57-24	9-57-24
3-57-26	9-57-26
3-57-27	9-57-27
3-57-32	9-57-32
3-57-33	15-57-33
3-57-41	27-57-41
3-57-41	9-57-41
3-57-46	39-57-46
3-57-46	45-57-46
3-57-47	9-57-47
3-57-5	9-57-5
3-57-50	15-57-50
3-57-53	9-57-53
3-57-54	9-57-54
3-57-56	9-57-56
3-57-59	9-57-59
3-57-60	9-57-60
3-57-62	15-57-62
3-57-75	9-57-75
3-57-8	9-57-8
3-57-83	15-57-83
3-57-83	45-57-83
3-57-87	9-57-87
3-57-9	9-57-9
3-58-26	15-58-26
3-58-31	9-58-31
3-58-36	9-58-36
3-58-40	15-58-40
3-58-40	9-58-40
3-58-47	9-58-47
3-58-57	9-58-57
3-58-59	9-58-59
3-58-69	9-58-69
3-58-72	9-58-72
3-58-74	9-58-74
3-58-76	45-58-76
3-58-76	9-58-76
3-58-8	9-58-8
3-58-80	9-58-80
3-58-85	9-58-85
3-59-10	9-59-10
3-59-12	9-59-12
3-59-14	9-59-14
3-59-18	9-59-18
3-59-21	45-59-21
3-59-21	9-59-21
3-59-34	9-59-34
3-59-43	9-59-43
3-59-50	9-59-50
3-59-57	9-59-57
3-59-60	9-59-60
3-59-64	9-59-64
3-59-71	9-59-71
3-59-74	9-59-74
3-59-75	9-59-75
3-59-76	9-59-76
3-59-80	9-59-80
3-59-87	9-59-87
3-59-88	3-59-89
3-59-88	9-59-89
3-59-89	9-59-89
3-59-9	15-59-9
3-59-90	9-59-90
3-59-92	9-59-92
3-59-94	45-59-94
3-6-19	9-6-19
3-6-21	9-6-21
3-6-22	15-6-22
3-6-26	15-6-26
3-6-29	15-6-29
3-6-30	15-6-30
3-6-40	15-6-40
3-6-49	9-6-49
3-6-5	15-6-5
3-6-55	9-6-55
3-6-56	9-6-56
3-6-58	15-6-58
3-6-65	15-6-65
3-6-65	9-6-65
3-6-68	15-6-68
3-6-72	15-6-72
3-6-72	9-6-72
3-6-8	15-6-8
3-6-84	15-6-84
3-6-85	9-6-85
3-6-87	15-6-87
3-6-88	15-6-88
3-60-18	9-60-18
3-60-2	39-60-2
3-60-20	9-60-20
3-60-22	9-60-22
3-60-30	9-60-30
3-60-37	9-60-37
3-60-39	9-60-39
3-60-41	9-60-41
3-60-47	15-60-47
3-60-50	9-60-50
3-60-55	9-60-55
3-60-59	9-60-59
3-60-63	9-60-63
3-60-69	15-60-69
3-60-69	9-60-69
3-60-7	21-60-7
3-60-72	9-60-72
3-60-75	45-60-75
3-60-76	9-60-76
3-60-79	15-60-79
3-60-8	9-60-8
3-60-81	9-60-81
3-60-83	15-60-83
3-60-84	15-60-84
3-60-84	9-60-84
3-60-91	15-60-91
3-60-94	9-60-94
3-61-22	9-61-22
3-61-26	9-61-26
3-61-27	9-61-27
3-61-28	15-61-28
3-61-28	9-61-28
3-61-34	9-61-34
3-61-41	15-61-41
3-61-41	45-61-41
3-61-47	15-61-47
3-61-60	15-61-60
3-61-60	21-61-60
3-61-62	15-61-62
3-61-8	15-61-8
3-61-9	9-61-9
3-62-11	15-62-11
3-62-34	15-62-34
3-62-39	15-62-39
3-62-57	15-62-57
3-62-6	15-62-6
3-62-70	15-62-70
3-62-74	9-62-74
3-62-79	9-62-79
3-62-86	21-62-86
3-62-90	3-62-91
3-62-90	9-62-90
3-62-92	9-62-92
3-62-93	15-62-93
3-62-93	9-62-93
3-63-11	9-63-11
3-63-37	15-63-37
3-63-80	45-63-80
3-63-89	39-63-89
3-63-91	39-63-91
3-63-91	45-63-91
3-63-91	51-63-91
3-63-91	9-63-91
3-63-92	9-63-92
3-63-94	9-63-94
3-64-11	9-64-11
3-64-39	45-64-39
3-64-59	9-64-59
3-64-66	9-64-66
3-64-8	9-64-8
3-7-10	15-7-10
3-7-17	15-7-17
3-7-17	9-7-17
3-7-2	15-7-2
3-7-30	15-7-30
3-7-39	15-7-39
3-7-42	15-7-42
3-7-44	15-7-44
3-7-49	15-7-49
3-7-50	9-7-50
3-7-57	15-7-57
3-7-59	15-7-59
3-7-64	9-7-64
3-7-68	15-7-68
3-7-69	9-7-69
3-7-7	15-7-7
3-7-72	15-7-72
3-7-72	9-7-72
3-7-9	15-7-9
3-73-3	21-73-3
3-78-58	15-78-58
3-8-10	9-8-10
3-8-19	15-8-19
3-8-25	15-8-25
3-8-3	15-8-3
3-8-30	15-8-30
3-8-32	15-8-32
3-8-32	9-8-32
3-8-35	15-8-35
3-8-38	15-8-38
3-8-45	15-8-45
3-8-48	15-8-48
3-8-49	15-8-49
3-8-52	15-8-52
3-8-53	15-8-53
3-8-54	15-8-54
3-8-55	15-8-55
3-8-6	15-8-6
3-8-63	15-8-63
3-8-64	15-8-64
3-8-65	15-8-65
3-8-74	15-8-74
3-8-75	15-8-75
3-8-76	15-8-76
3-8-79	15-8-79
3-8-83	15-8-83
3-8-9	15-8-9
3-8-94	15-8-94
3-8-94	27-8-94
3-82-94	15-82-94
3-9-20	15-9-20
3-9-26	15-9-26
3-9-29	3-10-58
3-9-36	15-9-36
3-9-40	15-9-40
3-9-47	15-9-47
3-9-5	45-9-5
3-9-59	15-9-59
3-9-62	15-9-62
3-9-71	15-9-71
3-9-72	15-9-72
3-9-79	15-9-79
3-9-80	15-9-80
3-9-81	15-9-81
3-91-24	15-91-24
4-16-53	16-16-53
4-20-73	16-20-73
4-25-52	28-25-52
4-25-71	16-25-71
4-28-55	16-28-55
4-28-84	16-28-84
4-29-63	22-29-63
4-29-64	16-29-64
4-30-53	16-30-53
4-42-22	16-42-22
4-48-84	16-48-84
4-48-84	22-48-84
4-50-23	16-50-23
4-65-73	16-65-73
4-68-79	16-68-79
4-70-29	16-70-29
4-70-72	16-70-72
4-71-63	16-71-63
4-73-5	16-73-5
4-75-21	16-75-21
4-79-13	22-79-13
4-82-61	16-82-61
4-92-13	16-92-13
4-93-61	16-93-61
4-94-47	16-94-47
5-10-85	17-10-85
5-11-73	17-11-73
5-17-64	23-17-64
5-18-29	17-18-29
5-20-10	17-20-10
5-3-30	17-3-30
5-3-58	17-3-58
5-30-91	17-30-91
5-33-55	35-33-55
5-33-62	23-33-62
5-35-46	29-35-46
5-37-1	17-37-1
5-39-70	23-39-70
5-44-60	23-44-60
5-49-7	17-49-7
5-53-83	23-53-83
5-6-22	29-6-22
5-65-11	17-65-11
5-65-44	17-65-44
5-65-91	17-65-91
5-68-3	17-68-3
5-72-89	23-72-89
5-74-60	17-74-60
5-84-20	23-84-20
6-2-67	18-2-67
9-21-25	39-21-25
95-52-229	95-82-143
